195364.0,333664.0,204220.0,340728.0
195148.0,333179.0,204189.0,340694.0
194954.0,332665.0,204199.0,340647.0
194744.0,332244.0,204176.0,340581.0
194564.0,331840.0,204198.0,340567.0
194405.0,331557.0,204168.0,340548.0
194298.0,331269.0,204136.0,340549.0
194188.0,330994.0,204101.0,340500.0
194098.0,330786.0,204142.0,340496.0
194017.0,330563.0,204151.0,340434.0
193876.0,330329.0,204116.0,340409.0
193798.0,330111.0,204080.0,340378.0
193697.0,329867.0,204053.0,340381.0
193553.0,329630.0,204089.0,340369.0
193483.0,329397.0,204051.0,340278.0
193396.0,329145.0,204063.0,340281.0
193271.0,328934.0,204031.0,340290.0
193183.0,328765.0,204020.0,340247.0
193106.0,328568.0,204504.0,341337.0
197275.0,338238.0,204491.0,341306.0
197148.0,337966.0,204459.0,341320.0
197095.0,337785.0,204463.0,341249.0
197006.0,337548.0,204464.0,341268.0
196927.0,337372.0,204435.0,341222.0
196851.0,337191.0,204433.0,341225.0
196793.0,336953.0,204410.0,341183.0
196722.0,336807.0,204376.0,341171.0
196638.0,336591.0,204394.0,341170.0
196600.0,336436.0,204394.0,341134.0
196518.0,336313.0,204346.0,341113.0
196484.0,336126.0,204356.0,341132.0
196394.0,336012.0,204351.0,341088.0
196301.0,335792.0,204332.0,340988.0
196190.0,335471.0,204329.0,340956.0
196058.0,335096.0,204287.0,340861.0
195839.0,334672.0,204253.0,340806.0
195629.0,334161.0,204229.0,340779.0
192144.0,325776.0,203915.0,339749.0
191942.0,325395.0,203876.0,339717.0
191786.0,325009.0,203896.0,339653.0
191662.0,324697.0,203868.0,339629.0
191478.0,324427.0,203871.0,339663.0
191380.0,324200.0,203874.0,339618.0
191301.0,324007.0,203867.0,339623.0
191214.0,323836.0,203874.0,339631.0
191183.0,323760.0,203860.0,339581.0
191137.0,323651.0,203833.0,339548.0
191053.0,323803.0,203842.0,339591.0
191034.0,323709.0,203803.0,339505.0
190982.0,323564.0,203852.0,339539.0
190921.0,323464.0,203851.0,339544.0
190883.0,323332.0,203817.0,339461.0
190830.0,323259.0,203863.0,339437.0
190781.0,323159.0,203833.0,339506.0
190758.0,323115.0,203853.0,339384.0
190712.0,323044.0,204048.0,340236.0
193049.0,328425.0,204035.0,340213.0
192990.0,328319.0,204005.0,340198.0
192935.0,328207.0,204010.0,340216.0
192888.0,328091.0,203994.0,340208.0
192859.0,328011.0,204033.0,340146.0
192802.0,327925.0,204027.0,340145.0
192807.0,327873.0,204002.0,340186.0
192768.0,327794.0,203994.0,340141.0
192742.0,327761.0,204016.0,340093.0
192752.0,327673.0,204023.0,340151.0
192721.0,327665.0,203997.0,340171.0
192671.0,327634.0,204000.0,340123.0
192644.0,327521.0,203964.0,340052.0
192559.0,327318.0,203985.0,340020.0
192747.0,327100.0,203977.0,340039.0
192688.0,326944.0,203943.0,339974.0
192522.0,326573.0,203920.0,339854.0
192317.0,326175.0,203932.0,339891.0
190397.0,322265.0,203834.0,339067.0
190212.0,321941.0,203838.0,339021.0
190063.0,321614.0,203828.0,338972.0
189928.0,321362.0,203842.0,338954.0
189808.0,321121.0,203812.0,338959.0
