96264.0,220542.0,157785.0,329299.0
96275.0,220575.0,157771.0,329240.0
96275.0,220585.0,157780.0,329258.0
96289.0,220635.0,157785.0,329285.0
96313.0,220658.0,157783.0,329288.0
96319.0,220700.0,157775.0,329285.0
96336.0,220739.0,157786.0,329306.0
96361.0,220794.0,157794.0,329328.0
96364.0,220845.0,157802.0,329310.0
96390.0,220891.0,157776.0,329280.0
96408.0,220903.0,157784.0,329204.0
96391.0,220883.0,157763.0,329211.0
96366.0,220751.0,157758.0,329183.0
96341.0,220625.0,157745.0,329146.0
96293.0,220490.0,157741.0,329161.0
96268.0,220397.0,157747.0,329160.0
96261.0,220369.0,157759.0,329148.0
96217.0,220295.0,157715.0,329209.0
96216.0,220233.0,157886.0,329396.0
96572.0,221546.0,157878.0,329362.0
96523.0,221422.0,157884.0,329361.0
96490.0,221276.0,157869.0,329323.0
96446.0,221109.0,157865.0,329320.0
96392.0,221007.0,157865.0,329302.0
96388.0,220940.0,157810.0,329297.0
96348.0,220860.0,157805.0,329244.0
96334.0,220779.0,157835.0,329314.0
96304.0,220725.0,157814.0,329247.0
96294.0,220727.0,157789.0,329256.0
96281.0,220680.0,157792.0,329252.0
96282.0,220677.0,157803.0,329236.0
96286.0,220626.0,157803.0,329200.0
96256.0,220590.0,157786.0,329206.0
96267.0,220611.0,157782.0,329212.0
96264.0,220562.0,157814.0,329232.0
96258.0,220557.0,157769.0,329239.0
96261.0,220557.0,157790.0,329254.0
96321.0,220517.0,157717.0,329287.0
96327.0,220568.0,157699.0,329284.0
96364.0,220634.0,157705.0,329216.0
96355.0,220603.0,157683.0,329178.0
96352.0,220505.0,157700.0,329167.0
96286.0,220404.0,157685.0,329201.0
96391.0,220313.0,157705.0,329175.0
96251.0,220221.0,157668.0,329142.0
96217.0,220158.0,157675.0,329189.0
96194.0,220066.0,157706.0,329172.0
96182.0,220052.0,157675.0,329145.0
96156.0,220032.0,157696.0,329177.0
96186.0,220024.0,157670.0,329201.0
96175.0,219961.0,157682.0,329204.0
96184.0,220030.0,157648.0,329187.0
96210.0,220029.0,157682.0,329152.0
96199.0,220094.0,157663.0,329146.0
96182.0,220044.0,157665.0,329166.0
96183.0,220026.0,157740.0,329157.0
96209.0,220230.0,157746.0,329160.0
96164.0,220173.0,157723.0,329141.0
96189.0,220152.0,157717.0,329214.0
96156.0,220167.0,157765.0,329181.0
96180.0,220192.0,157728.0,329173.0
96171.0,220176.0,157737.0,329234.0
96187.0,220167.0,157715.0,329203.0
96171.0,220177.0,157713.0,329234.0
96206.0,220168.0,157711.0,329204.0
96191.0,220207.0,157713.0,329197.0
96193.0,220195.0,157709.0,329213.0
96214.0,220238.0,157709.0,329204.0
96224.0,220296.0,157763.0,329197.0
96247.0,220329.0,157703.0,329250.0
96244.0,220354.0,157728.0,329256.0
96290.0,220392.0,157734.0,329290.0
96293.0,220445.0,157712.0,329282.0
96299.0,220481.0,157719.0,329278.0
96151.0,219818.0,157601.0,329040.0
96130.0,219788.0,157625.0,329101.0
96139.0,219803.0,157594.0,329064.0
96100.0,219769.0,157622.0,329077.0
96116.0,219764.0,157592.0,329106.0
96127.0,219758.0,157597.0,329049.0
96124.0,219747.0,157590.0,329102.0
96115.0,219754.0,157609.0,329066.0
96128.0,219783.0,157609.0,329066.0
96133.0,219789.0,157608.0,329211.0
96159.0,219797.0,157602.0,329153.0
96133.0,219836.0,157612.0,329117.0
96155.0,219837.0,157619.0,329113.0
96168.0,219885.0,157603.0,329076.0
96191.0,219887.0,157620.0,329167.0
96215.0,219964.0,157604.0,329189.0
96218.0,220019.0,157612.0,329156.0
96230.0,220093.0,157605.0,329161.0
96249.0,220148.0,157634.0,329172.0
96186.0,220023.0,157644.0,329154.0
96192.0,220015.0,157675.0,329146.0
96172.0,220055.0,157618.0,329162.0
96205.0,220080.0,157648.0,329195.0
96213.0,220134.0,157669.0,329170.0
96224.0,220046.0,157662.0,329261.0
96219.0,220222.0,157632.0,329190.0
96262.0,220257.0,157638.0,329228.0
96255.0,220308.0,157657.0,329207.0
96279.0,220362.0,157594.0,329249.0
96299.0,220433.0,157610.0,329169.0
96330.0,220428.0,157634.0,329150.0
96291.0,220390.0,157639.0,329101.0
96269.0,220245.0,157602.0,329067.0
96250.0,220152.0,157631.0,329071.0
96217.0,220025.0,157638.0,329049.0
96199.0,219969.0,157584.0,329067.0
96147.0,219886.0,157620.0,329147.0
96004.0,219316.0,157562.0,329044.0
96024.0,219346.0,157569.0,329063.0
96012.0,219371.0,157556.0,329069.0
96049.0,219379.0,157555.0,329053.0
96030.0,219447.0,157562.0,329099.0
96065.0,219467.0,157566.0,329049.0
96095.0,219503.0,157558.0,329054.0
96087.0,219560.0,157557.0,329113.0
96121.0,219616.0,157561.0,329114.0
96134.0,219678.0,157545.0,329151.0
