168713.0,309317.0,139145.0,292283.0
168745.0,309379.0,139166.0,292323.0
168778.0,309466.0,139176.0,292349.0
168777.0,309497.0,139172.0,292438.0
168840.0,309567.0,139170.0,292370.0
168858.0,309649.0,139184.0,292399.0
168878.0,309703.0,139211.0,292446.0
168916.0,309755.0,139217.0,292450.0
168913.0,309838.0,139231.0,292477.0
168924.0,309837.0,139253.0,292462.0
168944.0,309877.0,139264.0,292503.0
168952.0,309900.0,139266.0,292472.0
168939.0,309884.0,139282.0,292504.0
168888.0,309872.0,139324.0,292463.0
168860.0,309741.0,139319.0,292468.0
168781.0,309698.0,139374.0,292408.0
168740.0,309629.0,139377.0,292363.0
168689.0,309521.0,139377.0,292294.0
168669.0,309435.0,138757.0,291131.0
167153.0,305685.0,138827.0,291269.0
167301.0,305999.0,138898.0,291424.0
167418.0,306376.0,138936.0,291515.0
167541.0,306672.0,138953.0,291605.0
167675.0,306957.0,139005.0,291655.0
167756.0,307159.0,139008.0,291735.0
167865.0,307370.0,139032.0,291771.0
167957.0,307585.0,139046.0,291876.0
168037.0,307829.0,139098.0,291979.0
168162.0,308059.0,139124.0,292020.0
168258.0,308302.0,139158.0,292167.0
168348.0,308535.0,139165.0,292205.0
168402.0,308659.0,139181.0,292263.0
168473.0,308835.0,139186.0,292297.0
168509.0,308913.0,139210.0,292353.0
168561.0,309015.0,139203.0,292316.0
168618.0,309167.0,139181.0,292375.0
168654.0,309203.0,139152.0,292290.0
168831.0,309627.0,139388.0,292213.0
168865.0,309700.0,139390.0,292180.0
168899.0,309745.0,139380.0,292174.0
168941.0,309795.0,139361.0,292215.0
168973.0,309850.0,139350.0,292192.0
169013.0,309947.0,139357.0,292220.0
169045.0,310021.0,139394.0,292225.0
169097.0,310042.0,139373.0,292230.0
169096.0,310153.0,139350.0,292277.0
169132.0,310214.0,139373.0,292309.0
169158.0,310263.0,139356.0,292355.0
169214.0,310320.0,139367.0,292331.0
169227.0,310415.0,139381.0,292367.0
169239.0,310478.0,139386.0,292388.0
169259.0,310531.0,139394.0,292412.0
169284.0,310606.0,139418.0,292471.0
169275.0,310666.0,139423.0,292505.0
169318.0,310737.0,139438.0,292544.0
169356.0,310800.0,139370.0,292265.0
168641.0,309371.0,139372.0,292271.0
168616.0,309326.0,139357.0,292235.0
168612.0,309349.0,139359.0,292161.0
168606.0,309349.0,139350.0,292135.0
168647.0,309390.0,139349.0,292129.0
168664.0,309443.0,139357.0,292138.0
168726.0,309542.0,139380.0,292150.0
168726.0,309594.0,139390.0,292143.0
168733.0,309571.0,139405.0,292137.0
168705.0,309541.0,139391.0,292139.0
168689.0,309500.0,139420.0,292097.0
168653.0,309424.0,139383.0,292115.0
168657.0,309427.0,139379.0,292163.0
168680.0,309468.0,139396.0,292166.0
168717.0,309470.0,139382.0,292118.0
168763.0,309522.0,139374.0,292156.0
168774.0,309524.0,139367.0,292148.0
168825.0,309609.0,139379.0,292165.0
169756.0,312042.0,139535.0,292960.0
169768.0,312078.0,139533.0,292959.0
169793.0,312088.0,139549.0,293004.0
169801.0,312098.0,139535.0,292978.0
169792.0,312088.0,139535.0,292972.0
169793.0,312115.0,139548.0,292962.0
169800.0,312118.0,139535.0,292991.0
169787.0,312179.0,139539.0,293010.0
169830.0,312237.0,139536.0,293020.0
